name|description|price|department_id|category_id|brand_id|store_id|image
Maxwell House Ezo Tin Original Roast Blend|925 g|13.05|4|13|1|2|https://d2d8wwwkmhfcva.cloudfront.net/600x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_56c742ca-7f89-4282-b4bf-cd6d3a6afd18.png
Tazo Tea Chai Black Tea|24 ct|6.75|4|14|1|2|https://d2d8wwwkmhfcva.cloudfront.net/600x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_3c1f0a34-6b86-4323-a14a-618dbeaa800b.png
Tetley Chai Tea|20 ct|4.55|4|14|1|2|https://d2d8wwwkmhfcva.cloudfront.net/600x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_57fa0341-ee56-47a9-9319-50e62356ee21.png
Tea India Masala Chai Tea|163 gm|7.85|4|14|1|2|https://d2d8wwwkmhfcva.cloudfront.net/600x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_f4baf519-69b9-42f8-9d22-b4e80eaa1289.png
Twinings Earl Grey Tea|50 ct|10.55|4|14|1|2|https://d2d8wwwkmhfcva.cloudfront.net/600x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_0112d798-a1b7-4de2-87cb-745c673f3e4a.png
Ahmad Tea Camomile And Lemongrass Tea Bags|40 gm|5.35|4|14|1|2|https://d2d8wwwkmhfcva.cloudfront.net/600x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_b206c3fe-4e34-4d44-8630-c2afca653fdb.png
T&T Organic Green Tea Bags|200 gm|7.15|4|14|1|2|https://d2d8wwwkmhfcva.cloudfront.net/600x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_417446f9-de05-499a-ac5e-358caca57838.png
Organic Raw Kombucha Gingerad|1400 ml|10.15|4|14|1|2|https://d2d8wwwkmhfcva.cloudfront.net/600x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_417446f9-de05-499a-ac5e-358caca57838.png
Lipton Mint Green Tea Pyramid Bags|20 ct|5.55|4|14|1|2|https://d2d8wwwkmhfcva.cloudfront.net/600x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_ed5f65f5-e0e0-4f9a-bad1-d903de89215c.png
Lipton Original Green Matcha Tea|15 ct|8.15|4|14|1|2|https://d2d8wwwkmhfcva.cloudfront.net/600x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_8c1b9506-9355-4861-b01c-50360b35b269.png
Nestea Natural Lemon Flavor Iced Green Tea|12 x 341g|8.50|4|14|1|2|https://d2d8wwwkmhfcva.cloudfront.net/600x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_9bfdc093-2d32-4e13-a2ac-3870c652808c.png
Nestea Lemon Iced Tea Mix|715g|6.30|4|14|1|2|https://d2d8wwwkmhfcva.cloudfront.net/600x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_bf7176b0-564f-4f8f-9ec5-0c2b0de71e28.png
Rockstar Diet Energy Drink|473 ml|3.55|4|15|1|2|https://d2d8wwwkmhfcva.cloudfront.net/600x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_70179e4b-694b-4959-b1f7-84577911ccd0.png
Gatorade Frost|710 ml|1.90|4|15|1|2|https://d2d8wwwkmhfcva.cloudfront.net/600x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_91cc9286-b395-4ada-a1dd-9f4ae07ec33e.png
Red Bull Energy Drink|4 x 250ml|11.70|4|15|1|2|https://d2d8wwwkmhfcva.cloudfront.net/600x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_7b42f0b1-3d88-451b-9409-d7f3e12ab07a.png
5-Hour Energy Berry Dietary Supplement|57ml|4.30|4|15|1|2|https://d2d8wwwkmhfcva.cloudfront.net/600x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_759f7f97-54f6-4a12-bbfb-bb64ce7af67e.png
Full Throttle Energy Drink|473ml|4.20|4|15|1|2|https://d2d8wwwkmhfcva.cloudfront.net/600x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_050a92e4-bdcb-4ae7-bd39-c3ac0c509443.png
Red Bull Yellow Edition|250ml|3.45|4|15|1|2|https://d2d8wwwkmhfcva.cloudfront.net/600x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_5f92cfc1-8dce-443e-84d4-9a2377af5505.png
5-Hour Energy 33628 Orange Regular Strength Shot|57ml|4.10|4|15|1|2|https://d2d8wwwkmhfcva.cloudfront.net/600x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_af61c079-74b1-408a-95be-9a8d9a28f5be.png
Glaceau Orange Mango Vitamin Water|450 ml|2.70|4|15|1|2|https://d2d8wwwkmhfcva.cloudfront.net/600x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_776ade3b-1785-4c21-a3ec-e37308d8441b.png
Ensure Chocolate|1410 ml|11.90|4|15|1|2|https://d2d8wwwkmhfcva.cloudfront.net/600x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_8b478e85-1da1-4052-9e45-98e8c7140d9f.png
Red Rain Energy Drink|1000 ml|5.70|4|15|1|2|https://d2d8wwwkmhfcva.cloudfront.net/600x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_38ab139a-59ef-4df8-9556-55eb5bfbcf73.png
Yellow Bell Pepper|each|1.95|1|4|1|2|https://d2d8wwwkmhfcva.cloudfront.net/600x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_4fe761ed-a70c-418b-a007-e08ecb8d9b3a.png
Organic Broccoli Crown|each|4.38|1|4|1|2|https://d2d8wwwkmhfcva.cloudfront.net/600x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_d31f3bc2-6646-4093-a930-0daa35b6ea20.jpg
Cauliflower|each|5.18|1|4|1|2|https://d2d8wwwkmhfcva.cloudfront.net/600x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_b578c355-f751-404d-977a-49d9507c1a66.png
Asparagus|each|4.19|1|4|1|2|https://d2d8wwwkmhfcva.cloudfront.net/600x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_c21e8748-d824-4872-b532-39862692e873.png
Kale|1 lb|2.90|1|4|1|2|https://d2d8wwwkmhfcva.cloudfront.net/600x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_4c24ffdb-8949-436d-9508-6400a2518af0.png
Spinach Bunch|1 lb|2.90|1|4|1|2|https://d2d8wwwkmhfcva.cloudfront.net/600x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_216b5f07-e9ed-431a-928f-ca87639d8b19.png
Iceberg Lettuce|each|3.10|1|4|1|2|https://d2d8wwwkmhfcva.cloudfront.net/600x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_de62d118-7720-4e73-96f1-306c6e029ec3.png
Dill|each|2.55|1|3|1|2|https://www.totavo.com/1079-large/fresh-dill-one-bunch.jpg
Green Onions (Scallions)|each|1.27|1|3|1|1|https://d2d8wwwkmhfcva.cloudfront.net/600x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_76509338-6702-4a4b-94be-e6e8b50bb988.png
Fresh basil|each|2.57|1|3|1|2|http://cdn.shopify.com/s/files/1/0206/9470/products/basil_1_c41f466c-338f-45f2-95e7-5cb92c81baa6_grande.jpeg?v=1542060648
green chili|each|3.75|1|3|1|2|https://featherandbone.com.hk/media/catalog/product/cache/1/image/650x/23ba115baf81e7e9325714e08645623e/t/h/thai-chillies.jpg
